user_id,user_name,session_number,hour,time_slot,status,start_time,end_time,planned_duration,actual_duration,pause_count,total_break_mins,productivity_score,pre_mood,pre_energy,pre_motivation,pre_goal_difficulty,pre_session_type,pre_environment,pre_music_type,notification_count,distraction_taps,unlock_count,post_productivity,post_focus,post_satisfaction,post_distraction
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,31,22,night,COMPLETED,2025-10-27 22:35:43.777682,2025-10-27 23:02:43.777682,25,27,0,6,77.73,3,2,4,1,TEST,QUIET,,0,0,1,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,33,23,night,COMPLETED,2025-10-29 23:57:43.777682,2025-10-30 00:39:43.777682,60,42,0,2,59.33,2,2,3,3,TEST,QUIET,,1,0,0,2,3,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,34,22,night,COMPLETED,2025-10-30 22:26:43.777682,2025-10-30 23:46:43.777682,60,80,1,3,51.67,2,2,3,3,READING,MUSIC,CLASSICAL,2,3,2,2,3,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,35,8,morning,COMPLETED,2025-10-30 08:16:43.777682,2025-10-30 08:51:43.777682,25,35,1,10,59.83,4,3,3,3,TEST,QUIET,,0,3,1,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,36,9,morning,COMPLETED,2025-10-31 09:45:43.777682,2025-10-31 10:10:43.777682,25,25,0,7,62.17,3,3,2,3,WRITING,QUIET,,2,0,0,2,3,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,37,23,night,COMPLETED,2025-11-01 23:44:43.777682,2025-11-02 00:36:43.777682,60,52,1,0,74.5,4,3,4,2,WRITING,QUIET,,2,3,0,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,38,22,night,COMPLETED,2025-11-02 22:13:43.777682,2025-11-02 22:54:43.777682,45,41,2,6,60.22,3,1,4,3,WRITING,NOISY,,0,2,1,2,4,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,40,20,evening,COMPLETED,2025-11-03 20:48:43.777682,2025-11-03 21:55:43.777682,90,67,0,0,59.89,3,1,3,3,WRITING,QUIET,,2,0,1,2,3,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,42,16,afternoon,COMPLETED,2025-11-04 16:09:43.777682,2025-11-04 16:44:43.777682,45,35,0,3,84.72,2,4,4,3,WRITING,MUSIC,CLASSICAL,2,2,1,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,45,10,morning,COMPLETED,2025-11-06 10:46:43.777682,2025-11-06 11:11:43.777682,45,25,0,6,77.44,3,4,4,3,WRITING,MUSIC,LOFI,4,2,1,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,46,5,morning,COMPLETED,2025-11-07 05:26:43.777682,2025-11-07 06:19:43.777682,45,53,2,5,80.94,3,4,4,2,WRITING,MUSIC,OTHER,1,2,0,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,48,23,night,COMPLETED,2025-11-09 23:07:43.777682,2025-11-09 23:34:43.777682,25,27,2,5,63.57,3,3,4,4,OTHER,MUSIC,AMBIENT,2,6,0,3,4,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,49,22,night,COMPLETED,2025-11-09 22:19:43.777682,2025-11-09 22:41:43.777682,25,22,1,9,54.93,2,2,3,3,READING,MUSIC,AMBIENT,3,1,0,2,3,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,50,23,night,COMPLETED,2025-11-10 23:37:43.777682,2025-11-11 00:45:43.777682,60,68,0,6,75.33,3,2,4,3,TEST,NOISY,,2,1,0,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,51,14,afternoon,COMPLETED,2025-11-11 14:11:43.777682,2025-11-11 14:48:43.777682,45,37,0,2,74.44,2,3,4,1,WRITING,QUIET,,4,1,1,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,54,7,morning,COMPLETED,2025-11-15 07:05:43.777682,2025-11-15 07:34:43.777682,45,29,2,7,65.39,4,3,4,2,TEST,QUIET,,2,1,0,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,55,12,afternoon,COMPLETED,2025-11-15 12:49:43.777682,2025-11-15 13:30:43.777682,60,41,0,5,72.17,2,2,4,1,OTHER,MUSIC,OTHER,1,2,0,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,56,6,morning,COMPLETED,2025-11-15 06:52:43.777682,2025-11-15 07:45:43.777682,45,53,2,2,79.78,2,4,4,1,READING,QUIET,,4,2,1,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,57,21,night,COMPLETED,2025-11-16 21:21:43.777682,2025-11-16 23:32:43.777682,90,131,2,3,45.39,2,2,3,2,READING,MUSIC,AMBIENT,4,5,0,2,3,2,FEW
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,58,23,night,COMPLETED,2025-11-16 23:40:43.777682,2025-11-17 02:08:43.777682,120,148,3,5,76.0,1,4,4,2,OTHER,MUSIC,LOFI,2,1,2,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,60,18,evening,COMPLETED,2025-11-19 18:49:43.777682,2025-11-19 19:18:43.777682,25,29,0,0,73.13,1,3,4,3,READING,MUSIC,CLASSICAL,4,3,3,3,4,3,FEW
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,61,22,night,COMPLETED,2025-11-20 22:07:43.777682,2025-11-20 22:37:43.777682,25,30,2,2,59.33,3,1,4,2,TEST,QUIET,,2,1,1,2,4,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,62,8,morning,COMPLETED,2025-11-20 08:50:43.777682,2025-11-20 09:47:43.777682,60,57,2,3,67.83,2,5,2,2,WRITING,MUSIC,CLASSICAL,1,1,2,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,66,17,evening,COMPLETED,2025-11-23 17:14:43.777682,2025-11-23 18:19:43.777682,60,65,1,7,57.67,3,1,4,2,WRITING,QUIET,,4,6,0,2,4,2,FEW
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,67,6,morning,COMPLETED,2025-11-24 06:40:43.777682,2025-11-24 07:11:43.777682,25,31,1,7,73.53,2,4,4,4,WRITING,QUIET,,3,3,1,4,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,68,13,afternoon,COMPLETED,2025-11-24 13:34:43.777682,2025-11-24 14:05:43.777682,25,31,0,10,64.87,3,4,3,1,WRITING,NOISY,,3,1,1,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,69,23,night,COMPLETED,2025-11-24 23:43:43.777682,2025-11-25 00:47:43.777682,60,64,1,8,67.5,3,4,3,2,TEST,QUIET,,2,1,1,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,70,22,night,COMPLETED,2025-11-24 22:45:43.777682,2025-11-25 00:01:43.777682,60,76,1,1,81.67,2,3,5,2,WRITING,NOISY,,2,1,3,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,72,22,night,COMPLETED,2025-11-26 22:37:43.777682,2025-11-26 22:56:43.777682,25,19,2,9,61.03,4,2,5,4,WRITING,MUSIC,CLASSICAL,3,0,1,3,4,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,73,18,evening,COMPLETED,2025-11-27 18:30:43.777682,2025-11-27 18:52:43.777682,25,22,1,3,76.6,3,3,4,3,WRITING,NOISY,,0,0,0,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,74,18,evening,COMPLETED,2025-11-27 18:57:43.777682,2025-11-27 19:55:43.777682,60,58,0,7,77.5,1,2,5,3,READING,MUSIC,AMBIENT,0,2,0,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,75,8,morning,COMPLETED,2025-11-27 08:59:43.777682,2025-11-27 10:28:43.777682,90,89,1,5,68.78,3,4,3,3,WRITING,QUIET,,3,2,1,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,76,5,morning,COMPLETED,2025-11-27 05:23:43.777682,2025-11-27 06:28:43.777682,60,65,1,4,78.83,1,4,4,5,WRITING,QUIET,,3,2,1,4,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,77,17,evening,COMPLETED,2025-11-27 17:36:43.777682,2025-11-27 18:10:43.777682,45,34,1,2,60.28,1,1,4,3,READING,MUSIC,CLASSICAL,3,2,0,2,4,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,78,21,night,COMPLETED,2025-11-28 21:18:43.777682,2025-11-28 22:55:43.777682,90,97,0,4,74.11,1,2,5,2,TEST,MUSIC,LOFI,2,3,3,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,79,8,morning,COMPLETED,2025-11-29 08:40:43.777682,2025-11-29 10:10:43.777682,60,90,2,1,65.5,2,3,4,1,WRITING,MUSIC,OTHER,2,1,0,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,80,7,morning,COMPLETED,2025-11-29 07:20:43.777682,2025-11-29 07:51:43.777682,25,31,4,5,72.03,2,4,4,3,READING,MUSIC,OTHER,5,1,1,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,81,15,afternoon,COMPLETED,2025-11-30 15:12:43.777682,2025-11-30 16:27:43.777682,90,75,1,9,52.67,3,2,2,2,READING,QUIET,,4,2,0,2,3,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,82,5,morning,COMPLETED,2025-12-01 05:52:43.777682,2025-12-01 07:09:43.777682,60,77,2,0,65.33,2,4,3,1,READING,QUIET,,0,1,2,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,83,7,morning,COMPLETED,2025-12-01 07:33:43.777682,2025-12-01 09:54:43.777682,120,141,1,0,70.0,3,4,3,3,WRITING,QUIET,,3,0,0,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,84,22,night,COMPLETED,2025-12-02 22:45:43.777682,2025-12-02 23:39:43.777682,45,54,0,7,67.17,2,3,3,3,WRITING,QUIET,,1,3,1,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,86,9,morning,COMPLETED,2025-12-05 09:10:43.777682,2025-12-05 09:49:43.777682,60,39,0,9,61.17,2,4,3,2,WRITING,QUIET,,2,4,2,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,87,13,afternoon,COMPLETED,2025-12-05 13:27:43.777682,2025-12-05 14:07:43.777682,45,40,1,3,69.11,2,3,3,3,OTHER,NOISY,,2,2,0,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,88,19,evening,COMPLETED,2025-12-05 19:14:43.777682,2025-12-05 20:56:43.777682,90,102,1,7,71.0,2,3,4,3,WRITING,NOISY,,0,5,0,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,90,21,night,COMPLETED,2025-12-05 21:56:43.777682,2025-12-05 23:38:43.777682,90,102,3,7,54.33,3,1,4,2,READING,MUSIC,AMBIENT,3,2,1,2,4,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,92,19,evening,COMPLETED,2025-12-07 19:06:43.777682,2025-12-07 20:24:43.777682,60,78,0,7,83.17,3,4,4,2,READING,QUIET,,0,1,1,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,93,16,afternoon,COMPLETED,2025-12-08 16:24:43.777682,2025-12-08 17:34:43.777682,90,70,0,4,85.56,3,5,4,1,WRITING,MUSIC,CLASSICAL,0,2,1,4,4,4,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,94,22,night,COMPLETED,2025-12-08 22:17:43.777682,2025-12-09 00:32:43.777682,90,135,0,1,64.17,2,4,3,3,TEST,MUSIC,CLASSICAL,2,3,0,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,95,9,morning,COMPLETED,2025-12-08 09:05:43.777682,2025-12-08 10:02:43.777682,45,57,1,6,64.5,2,4,3,2,WRITING,MUSIC,AMBIENT,0,4,0,3,3,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,96,10,morning,COMPLETED,2025-12-09 10:34:43.777682,2025-12-09 11:11:43.777682,25,37,2,4,46.4,4,2,3,3,READING,MUSIC,CLASSICAL,4,1,1,2,3,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,97,18,evening,COMPLETED,2025-12-10 18:43:43.777682,2025-12-10 19:42:43.777682,45,59,1,8,59.28,4,1,4,3,WRITING,QUIET,,0,0,0,2,4,2,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,98,11,morning,COMPLETED,2025-12-11 11:14:43.777682,2025-12-11 11:53:43.777682,45,39,0,4,73.67,4,3,4,2,TEST,QUIET,,3,2,2,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,99,21,night,COMPLETED,2025-12-11 21:22:43.777682,2025-12-11 21:55:43.777682,45,33,3,5,64.33,3,2,5,3,READING,QUIET,,3,1,1,3,4,3,NONE
cd308c56-e6ad-447e-a9cc-94119fd2725c,Night Owl 1,100,21,night,COMPLETED,2025-12-11 21:39:43.777682,2025-12-11 22:26:43.777682,45,47,0,6,85.44,2,3,5,3,READING,MUSIC,CLASSICAL,2,4,1,4,4,4,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,2,17,evening,COMPLETED,2025-10-08 17:42:43.786115,2025-10-08 18:56:43.786115,90,74,0,4,72.78,2,2,5,3,WRITING,QUIET,,3,4,0,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,3,11,morning,COMPLETED,2025-10-08 11:11:43.786115,2025-10-08 11:49:43.786115,45,38,0,5,73.39,4,3,3,1,READING,QUIET,,2,1,3,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,4,18,evening,COMPLETED,2025-10-09 18:13:43.786115,2025-10-09 18:35:43.786115,25,22,1,6,57.1,5,1,4,4,OTHER,NOISY,,1,2,0,2,4,1,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,6,23,night,COMPLETED,2025-10-09 23:03:43.786115,2025-10-09 23:32:43.786115,25,29,1,5,74.13,4,2,5,3,TEST,MUSIC,CLASSICAL,1,0,0,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,7,23,night,COMPLETED,2025-10-10 23:13:43.786115,2025-10-10 23:53:43.786115,45,40,2,4,82.11,3,4,5,1,READING,MUSIC,CLASSICAL,2,0,2,4,4,4,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,9,13,afternoon,COMPLETED,2025-10-11 13:16:43.786115,2025-10-11 14:15:43.786115,45,59,2,3,66.94,3,3,3,3,TEST,QUIET,,2,2,1,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,10,23,night,COMPLETED,2025-10-12 23:55:43.786115,2025-10-13 00:40:43.786115,45,45,1,1,63.33,2,1,3,4,WRITING,QUIET,,1,0,0,2,4,1,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,11,11,morning,COMPLETED,2025-10-12 11:33:43.786115,2025-10-12 11:52:43.786115,25,19,0,9,80.03,1,4,4,1,WRITING,QUIET,,4,3,0,4,4,4,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,12,23,night,COMPLETED,2025-10-13 23:08:43.786115,2025-10-13 23:34:43.786115,25,26,2,4,73.2,4,3,4,2,TEST,QUIET,,3,0,0,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,13,15,afternoon,COMPLETED,2025-10-13 15:47:43.786115,2025-10-13 16:24:43.786115,60,37,1,5,50.33,3,2,3,4,WRITING,QUIET,,2,3,1,2,4,1,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,14,20,evening,COMPLETED,2025-10-14 20:41:43.786115,2025-10-14 21:29:43.786115,45,48,1,9,82.33,3,3,5,2,WRITING,QUIET,,0,4,1,4,4,4,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,15,9,morning,COMPLETED,2025-10-15 09:02:43.786115,2025-10-15 10:02:43.786115,120,60,1,1,73.33,2,4,5,4,READING,NOISY,,1,1,2,4,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,16,20,evening,COMPLETED,2025-10-16 20:35:43.786115,2025-10-16 21:02:43.786115,25,27,2,0,72.4,2,3,4,3,WRITING,MUSIC,OTHER,3,2,1,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,17,17,evening,COMPLETED,2025-10-16 17:43:43.786115,2025-10-16 18:24:43.786115,45,41,0,2,53.22,2,3,2,4,WRITING,NOISY,,4,4,1,2,3,1,FEW
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,19,22,night,COMPLETED,2025-10-16 22:10:43.786115,2025-10-17 00:18:43.786115,120,128,1,4,72.5,2,2,4,3,WRITING,QUIET,,6,1,0,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,20,23,night,COMPLETED,2025-10-17 23:42:43.786115,2025-10-18 00:41:43.786115,60,59,0,0,81.33,4,3,4,1,WRITING,MUSIC,AMBIENT,2,0,0,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,22,22,night,COMPLETED,2025-10-17 22:54:43.786115,2025-10-18 00:46:43.786115,120,112,2,12,69.33,2,3,4,2,WRITING,NOISY,,0,2,0,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,25,18,evening,COMPLETED,2025-10-19 18:38:43.786115,2025-10-19 19:58:43.786115,60,80,1,10,54.5,2,2,3,1,READING,QUIET,,4,1,0,2,4,2,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,26,17,evening,COMPLETED,2025-10-20 17:17:43.786115,2025-10-20 17:40:43.786115,25,23,3,2,68.9,2,2,5,3,WRITING,QUIET,,5,1,0,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,28,10,morning,COMPLETED,2025-10-21 10:11:43.786115,2025-10-21 11:24:43.786115,60,73,0,0,86.33,1,3,5,3,READING,MUSIC,CLASSICAL,2,2,1,4,4,4,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,29,20,evening,COMPLETED,2025-10-22 20:42:43.786115,2025-10-22 21:22:43.786115,45,40,1,6,80.94,2,3,5,1,TEST,MUSIC,LOFI,3,3,2,4,4,4,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,30,23,night,COMPLETED,2025-10-23 23:22:43.786115,2025-10-24 00:16:43.786115,90,54,2,0,66.0,3,4,3,3,OTHER,QUIET,,3,1,2,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,31,18,evening,COMPLETED,2025-10-24 18:51:43.786115,2025-10-24 19:23:43.786115,45,32,0,4,60.89,4,1,3,1,TEST,QUIET,,1,4,0,2,4,2,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,32,13,afternoon,COMPLETED,2025-10-25 13:58:43.786115,2025-10-25 14:51:43.786115,45,53,1,3,59.44,1,2,2,3,READING,QUIET,,0,0,0,2,3,2,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,33,19,evening,COMPLETED,2025-10-25 19:12:43.786115,2025-10-25 19:51:43.786115,45,39,2,3,60.83,3,1,4,2,READING,NOISY,,1,0,2,2,4,2,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,34,18,evening,COMPLETED,2025-10-26 18:32:43.786115,2025-10-26 19:12:43.786115,45,40,0,3,62.28,4,1,3,3,READING,NOISY,,2,5,2,2,4,2,FEW
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,36,11,morning,COMPLETED,2025-10-28 11:13:43.786115,2025-10-28 12:33:43.786115,90,80,2,1,64.94,3,5,2,3,READING,MUSIC,AMBIENT,3,4,1,3,3,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,39,22,night,COMPLETED,2025-10-31 22:49:43.786115,2025-11-01 00:20:43.786115,90,91,2,5,60.28,1,1,4,3,READING,MUSIC,AMBIENT,1,3,2,2,4,2,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,40,23,night,COMPLETED,2025-11-01 23:02:43.786115,2025-11-02 00:47:43.786115,120,105,0,6,76.17,1,2,5,2,OTHER,QUIET,,2,0,0,3,4,3,NONE
4e05a461-a273-4ae9-971c-e0687f371b59,Night Owl 2,42,22,night,COMPLETED,2025-11-02 22:21:43.786115,2025-11-02 23:21:43.786115,90,60,1,5,57.0,3,1,3,3,READING,QUIET,,1,4,0,2,4,2,NONE
